,product_code,product_name
2725,080221,"HAZELNUTS OR FILBERTS (CORYLUS SPP.) FRESH OR DRIED, IN SHELL"
2726,170113,"CANE SUGAR IN SOLID FORM, RAW, NOT CONTAINING ADDED FLAVORING OR COLORING MATTER, SPECIFIED IN SUBHEADING NOTE 2 TO CHAPTER 17"
2727,252220,SLAKED LIME
2728,310221,AMMONIUM SULFATE
2729,320710,"PREPARED PIGMENTS, PREPARED OPACIFIERS, PREPARED COLORS AND SIMILAR PREPARATIONS"
2730,060319,"FRESH CUT FLOWERS AND FLOWER BUDS OF A KIND SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL PURPOSES, NES"
2731,080610,"GRAPES, FRESH"
2732,151800,"ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDIZED, DEHYDRATED, ETC CHEMICALLY MODIFIED; INEDIBLE MIXTURES PREPS NESOI"
2733,200919,"ORANGE JUICE, OTHER THAN FROZEN, WHETHER OR NOT SWEETENED"
2734,261510,ZIRCONIUM ORES AND CONCENTRATES
2735,271020,"PETROLEUM OILS AND PREPARATIONS CONTAINING BIODIESEL, CONTAINING BY WEIGHT GT=70% PETROLEUM OILS OR OILS OF BITUMINOUS MINERALS, OTHER THAN WASTE OILS"
2736,360300,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS
2737,391733,"TUBES, PIPES AND HOSES NESOI, NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS, OF PLASTICS, WITH FITTINGS"
2738,392093,"PLATES, SHEETS, FILM, FOIL AND STRIP OF PLASTICS, NOT SELF-ADHESIVE, NON-CELLULAR, NOT REINFORCED OR LAMINATED ETC., OF AMINO-RESINS"
2739,400129,"NATURAL RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP, NESOI"
2740,600290,"KNIT/CROCHET FABRICS OF WD<30CM, CONT BY WT >5% ELASTOMERIC YARN/ RUBBER THREAD, OTHER THAN OF HEADING 6001, NESOI"
2741,610712,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF MANMADE FIBERS, KNITTED OR CROCHETED"
2742,611780,"MADE-UP CLOTHING ACCESSORIES NESOI, KNITTED OR CROCHETED"
2743,580639,"NARROW WOVEN FABRICS NESOI, NOT OVER 30 CM IN WIDTH, OF TEXTILE MATERIALS NESOI"
2744,441090,"PARTICLE BOARD AND SIMILAR BOARD OF LIGNEOUS MATERIALS, EXCEPT WOOD, WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES"
2745,510129,"WOOL, NOT CARDED OR COMBED, DEGREASED, NOT CARBONIZED, NESOI"
2746,441990,"TABLEWARE AND KITCHENWARE, OF WOOD, NESOI"
2747,480240,"WALLPAPER BASE (HANGING PAPER), UNCOATED, IN ROLLS OR SHEETS"
2748,480258,"PAPER AND PAPERBOARD, NESOI, NOT OVER 10% (WT.) OF FIBERS (IF ANY) OBTAINED BY MECHANICAL PROCESS, WEIGHING OVER 150 G/M2, UNCOATED, ROLLS OR SHEETS"
2749,560749,"TWINE NESOI, CORDAGE, ROPE AND CABLE, WHETHER OR NOT PLAITED OR BRAIDED OR COATED ETC. WITH RUBBER OR PLASTICS, OF POLYETHYLENE OR POLYPROPYLENE"
2750,440726,"WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YELLOW MERANTI AND ALAN, LUMBER"
2751,940161,"SEATS WITH WOODEN FRAMES, UPHOLSTERED, NESOI"
2752,860290,"RAIL LOCOMOTIVES, NESOI; LOCOMOTIVE TENDERS"
2753,900580,"MONOCULARS, OTHER OPTICAL TELESCOPES AND MOUNTINGS; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS, EXCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY"
2754,831120,"CORED WIRE OF BASE METAL, FOR ELECTRIC ARC-WELDING"
2755,845190,"PARTS FOR MACHINERY FOR WASHING, CLEANING, WRINGING ETC. TEXTILE YARNS AND FABRICS, APPLYING PASTE TO BASE FABRIC ETC. AND REELING ETC. TEXTILE FABRIC"
2756,030283,"TOOTHFISH (DISSOSTICHUS SPP.), FRESH OR CHILLED"
2757,040891,"BIRDS' EGGS, NOT IN SHELL, DRIED, WHETHER OR NOT SWEETENED"
2758,100840,FONIO (DIGITARIA SPP.)
2759,252610,"NATURAL STEATITE AND TALC, NOT CRUSHED, NOT POWDERED"
2760,290290,"CYCLIC HYDROCARBONS, NESOI"
2761,293721,"CORTISONE, HYDROCORTISONE, PREDNISONE AND PREDNISOLONE"
2762,380610,ROSIN AND RESIN ACIDS
2763,391740,"FITTINGS FOR TUBES, PIPES AND HOSES, OF PLASTICS"
2764,390761,POLY(ETHYLENE TEREPHTHALATE HAVING A VISCOSITY OF 78 ML/G OR HIGHER
2765,401012,CONVEYOR BELTS OR BELTING REINFORCED ONLY WITH TEXTILE MATERIALS
2766,600644,"KNITTED OR CROCHETED FABRICS, OF ARTIFICIAL FIBERS, PRINTED, NESOI"
2767,610310,"MEN'S OR BOYS' SUITS, KNITTED OR CROCHETED"
2768,630492,"FURNISHING ARTICLES NESOI, OF COTTON, NOT KNITTED OR CROCHETED"
2769,611219,"TRACK SUITS, WARM-UP SUITS AND JOGGING SUITS OF TEXTILE MATERIALS NESOI, KNITTED OR CROCHETED"
2770,680292,"WORKED MONUMENTAL OR BUILDING STONE NESOI, OF CALCAREOUS STONE NESOI"
2771,442191,"OTHER ARTICLES OF BAMBOO, NESOI"
2772,460290,"BASKETWORK, WICKERWORK AND OTHER ARTICLES MADE DIRECTLY TO SHAPE, OF OTHER THAN VEGETABLE MATERIALS; ARTICLES OF LOOFAH"
2773,560314,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 150 G/M2"
2774,560811,"MADE-UP FISHING NETS, OF MANMADE TEXTILE MATERIALS"
2775,940370,"FURNITURE OF PLASTICS, NESOI"
2776,900390,"PARTS OF FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE"
2777,902519,"THERMOMETERS AND PYROMETERS, NOT COMBINED WITH OTHER INSTRUMENTS, NESOI"
2778,846592,"PLANING, MILLING OR MOLDING (BY CUTTING) MACHINES FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS"
2779,844832,"PARTS OF MACHINES FOR PREPARING TEXTILE FIBERS, OTHER THAN CARD CLOTHING"
2780,110610,FLOUR AND MEAL OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713
2781,120999,"SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING, NESOI"
2782,121300,"CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS"
2783,290899,"HALOGENATED, SULFONATED, NITRATED, OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS, NESOI"
2784,291734,"ESTERS OF ORTHOPHTHALIC ACID, NESOI"
2785,292529,"IMIDES AND THEIR DERIVATIVES; SALTS THEREOF, NESOI"
2786,380891,"INSECTICIDES, EXCLUDING THOSE SPECIFIED IN SUBHEADING NOTE 1 TO CHAPTER 38"
2787,390230,"PROPYLENE COPOLYMERS, IN PRIMARY FORMS"
2788,390469,"FLUORO-POLYMERS NESOI, IN PRIMARY FORMS"
2789,390750,"ALKYD RESINS, IN PRIMARY FORMS"
2790,482110,"PAPER AND PAPERBOARD LABELS OF ALL KINDS, PRINTED"
2791,530810,YARN OF COCONUT TEXTILE FIBERS (COIR YARN)
2792,411320,"SWINE LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT-DRESSED, WITHOUT WOOL OR HAIR ON, WHETHER OR NOT SPLIT, NESOI"
2793,520515,"COTTON YARN NESOI, 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE, SINGLE UNCOMBED YARN, OVER 80 NM"
2794,550130,"SYNTHETIC FILAMENT TOW, ACRYLIC OR MODACRYLIC"
2795,460212,"BASKETWORK, WICKERWORK AND OTHER ARTICLES OF RATTAN"
2796,481014,"PAPER & PAPERBOARD,FOR WRITING/PRINTING/GRAPHIC PURPOSE,CLAY COATED, IN SHEETS 1 SIDE NOT EXCEEDING 435 MM OTHER <297MM, UNFOLDED"
2797,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, THICKNESS EXCEEDING 6MM"
2798,481390,"CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE, NESOI"
2799,950632,GOLF BALLS
2800,950669,"BALLS, OTHER THAN GOLF, TENNIS (LAWN- AND TABLE-) AND INFLATABLE BALLS, NESOI"
2801,903180,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NESOI"
2802,842122,"BEVERAGE FILTERING OR PURIFYING MACHINERY AND APPARATUS, OTHER THAN WATER"
2803,842952,"MECHANICAL SHOVELS, EXCAVATORS AND SHOVEL LOADERS WITH 360 DEGREE REVOLVING SUPERSTRUCTURE, SELF-PROPELLED"
2804,843229,"HARROWS (EXCEPT DISC), SCARIFIERS, CULTIVATORS, WEEDERS AND HOES"
2805,853225,"FIXED CAPACITORS NESOI, DIELECTRIC OF PAPER OR PLASTICS"
2806,030284,"SEABASS (DICENTRARCHUS SPP.), FRESH OR CHILLED"
2807,130190,"NATURAL GUMS, GUM RESINS, RESINS AND BALSAMS, NESOI"
2808,151511,"LINSEED OIL AND ITS FRACTIONS, CRUDE, NOT CHEMICALLY MODIFIED"
2809,340399,"LUBRICATING PREPARATIONS NOT CONTAINING PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS, NESOI"
2810,350110,CASEIN
2811,400299,"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP, NESOI"
2812,721650,"ANGLES, SHAPES AND SECTIONS NESOI OF IRON OR NONALLOY STEEL, HOT-WORKED"
2813,620432,"WOMEN'S OR GIRLS' SUIT-TYPE JACKETS AND BLAZERS OF COTTON, NOT KNITTED OR CROCHETED"
2814,731029,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR PLAIN, UNFITTED CONTAINERS NESOI, OF A CAPACITY OF LESS THAN 50 LITERS (13.21 GAL.), OF IRON OR STEEL"
2815,630120,"BLANKETS (OTHER THAN ELECTRIC BLANKETS) AND TRAVELING RUGS, OF WOOL OR FINE ANIMAL HAIR"
2816,630299,"TOILET AND KITCHEN LINEN OF TEXTILE MATERIALS, NESOI"
2817,702000,"ARTICLES OF GLASS, NESOI"
2818,540246,"YARN, SINGLE, UNTWISTED OR WITH A TWIST NOT EXCEEDING 50 TURNS PER METER, OF POLYESTERS, PARTIALLY ORIENTED, NES"
2819,481940,"SACKS AND BAGS, NESOI, INCLUDING CONES, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBERS"
2820,911011,"WATCH MOVEMENTS, COMPLETE BUT UNASSEMBLED OR PARTLY ASSEMBLED (MOVEMENT SETS)"
2821,854590,"ELECTRICAL CARBON OR GRAPHITE ARTICLES, NESOI"
2822,950510,ARTICLES FOR CHRISTMAS FESTIVITIES AND PARTS AND ACCESSORIES THEREOF
2823,871639,"TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS, NESOI"
2824,851240,"ELECTRICAL WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES"
2825,846620,WORK HOLDERS FOR MACHINE TOOLS
2826,840734,"SPARK-IGNITION RECIPROCATING PISTON ENGINES FOR PROPULSION OF VEHICLES EXCEPT RAILWAY OR TRAMWAY STOCK, OVER 1,000 CC CYLINDER CAPACITY"
2827,853720,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APPARATUS, FOR ELECTRIC CONTROL OR DISTRIBUTION OF ELECTRICITY, FOR A VOLTAGE EXCEEDING 1,000 V"
2828,030239,"TUNAS, NESOI, EXCLUDING FILLETS, LIVERS AND ROES, FRESH OR CHILLED"
2829,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI"
2830,291423,IONONES AND METHYLIONONES
2831,291471,CHLORDECONE (ISO)
2832,330124,ESSENTIAL OILS OF PEPPERMINT (MENTHA PIPERITA)
2833,340213,"NONIONIC ORGANIC SURFACE-ACTIVE AGENTS, WHETHER OR NOT PUT UP FOR RETAIL SALE"
2834,320611,PIGMENTS AND PREPARATIONS CONTAINING 80% OR MORE BY WEIGHT OF TITANIUM DIOXIDE CALCULATED ON THE DRY MATTER
2835,380862,"INSECTICIDES,ETC SPECIFIED IN SUBHEADING NOTE 2, IN PACKINGS OF A NET WT CONTENT EXCEEDING 300 G BUT NOT EXCEEDING 7.5KG"
2836,401410,"SHEATH CONTRACEPTIVES, OF VULCANIZED RUBBER"
2837,780200,LEAD WASTE AND SCRAP
2838,620339,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF TEXTILE MATERIALS NESOI, NOT KNITTED OR CROCHETED"
2839,730459,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS NESOI, OF CIRCULAR CROSS SECTION OF ALLOY STEEL (OTHER THAN STAINLESS), NOT COLD-DRAWN OR COLD-ROLLED"
2840,591000,"TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL OR COATED IMPREG WITH PLASTICS"
2841,700319,"CAST GLASS AND ROLLED GLASS, IN NONWIRED SHEETS NESOI (NOT BODY TINTED, OPACIFIED OR FLASHED AND WITHOUT AN ABSORBENT OR REFLECTING LAYER), UNWORKED"
2842,621112,"WOMEN'S OR GIRLS' SWIMWEAR, NOT KNITTED OR CROCHETED"
2843,610323,"MEN'S OR BOYS' ENSEMBLES OF SYNTHETIC FIBERS, KNITTED OR CROCHETED"
2844,410791,"LEATHER,NESOI,INCL SIDES FULL GRAINS, UNSPLIT, FURTHER PREP AFTER TANNING/CRUSTING, OF BOVINE/EQUINE ANIMALS,OTHER THAN OF HEAD 4114"
2845,440122,"WOOD IN CHIPS OR PARTICLES, NONCONIFEROUS"
2846,440397,WOOD IN THE ROUGH OF POPLAR AND ASPEN
2847,551643,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS, CONTAINING UNDER 85% (WT.) OF SUCH FIBERS, MIXED WITH COTTON, OF DIFFERENT COLORED YARNS"
2848,930320,"SPORTING, HUNTING OR TARGET-SHOOTING SHOTGUNS, INCLUDING COMBINATION SHOTGUN-RIFLES, EXCEPT MUZZLE-LOADING FIREARMS"
2849,890200,FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS
2850,890610,"WARSHIPS (INCLUDING SUBMARINES, TROOPSHIPS ETC.)"
2851,960891,PEN NIBS AND NIB POINTS
2852,910212,"WRIST WATCHES, BATTERY POWERED, WITH CASES OF MATERIALS (EXCEPT OF OR CLAD WITH PRECIOUS METAL) NESOI, WITH OPTO-ELECTRONIC DISPLAY ONLY"
2853,842511,"PULLEY TACKLE AND HOISTS, OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES, POWERED BY ELECTRIC MOTOR"
2854,830610,"BELLS, GONGS AND THE LIKE, AND PARTS THEREOF, OF BASE METAL"
2855,843210,PLOWS FOR SOIL PREPARATION OR CULTIVATION
2856,843221,DISC HARROWS
2857,843311,"MOWERS FOR LAWNS, PARKS OR SPORTS GROUNDS, POWERED WITH THE CUTTING DEVICE ROTATING IN A HORIZONTAL PLANE"
2858,844090,"PARTS FOR BOOKBINDING MACHINERY, INCLUDING PARTS FOR BOOK-SEWING MACHINES"
2859,010611,"PRIMATES, LIVE"
2860,030711,"OYSTERS, LIVE, FRESH OR CHILLED"
2861,261000,CHROMIUM ORES AND CONCENTRATES
2862,280300,"CARBON, NESOI (INCLUDING CARBON BLACK)"
2863,282120,EARTH COLORS CONTAINING 70% OR MORE BY WEIGHT OF COMBINED IRON EVALUATED AS FE203
2864,292250,"AMINO-ALCOHOL-PHENOLS, AMINO-ACID-PHENOLS, AND OTHER AMINO COMPOUNDS WITH OXYGEN FUNCTION"
2865,330730,PERFUMED BATH SALTS AND OTHER BATH PREPARATIONS
2866,370500,"PHOTOGRAPHIC PLATES AND FILM, EXPOSED AND DEVELOPED, OTHER THAN CINEMATOGRAPHIC FILM"
2867,381119,"ANTIKNOCK PREPARATIONS, NESOI"
2868,590800,"TEXTILE WICKS FOR LAMPS, STOVES, LIGHTERS, CANDLES ETC; GAS MANTLES AND TUBULAR KNITTED GAS MANTLE FABRIC, WHETHER OR NOT IMPREGNATED"
2869,732010,"LEAF SPRINGS AND LEAVES THEREFOR, OF IRON OR STEEL"
2870,640219,"SPORTS FOOTWEAR, OTHER THAN SKI-BOOTS AND CROSS-COUNTRY SKI FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS NESOI"
2871,680100,"SETTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)"
2872,760612,"ALUMINUM ALLOY RECTANGULAR (INCLUDING SQUARE) PLATES, SHEETS AND STRIP, OVER 0.2 MM THICK"
2873,760810,"ALUMINUM TUBES AND PIPES, NOT ALLOYED"
2874,520300,"COTTON, CARDED OR COMBED"
2875,540761,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, CONTAINING 85% OR MORE BY WEIGHT OF NONTEXTURED POLYESTER FILAMENTS"
2876,470720,"RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD, MADE MAINLY OF BLEACHED CHEMICAL PULP, NOT COLORED IN THE MASS"
2877,900720,"CINEMATOGRAPHIC PROJECTORS, WHETHER OR NOT INCORPORATING SOUND RECORDING OR REPRODUCING APPARATUS"
2878,870540,"CONCRETE MIXERS, SPECIAL PURPOSE VEHICLES"
2879,870600,"CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
2880,845121,"DRYING MACHINES (EXCEPT CENTRIFUGAL TYPE) FOR TEXTILE YARNS, FABRICS OR MADE UP TEXTILE ARTICLES, WITH A DRY LINEN CAPACITY NOT EXCEEDING 10 KG"
2881,060311,FRESH CUT ROSES AND BUDS
2882,040120,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, EXCEEDING 1% BUT NOT EXCEEDING 6%"
2883,110710,"MALT, NOT ROASTED"
2884,251020,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, GROUND"
2885,284020,"BORATES, NESOI"
2886,292217,METHYLDIETHANOLAMINE AND ETHYLDIETHANOLAMINE
2887,330210,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (INCLUDING ALCOHOLIC SOLUTIONS) WITH A BASIS OF THESE SUBSTANCES USED IN THE FOOD OR DRINK INDUSTRIES
2888,320820,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC AND OTHER POLYMERS IN A NONAQUEOUS MEDIUM, BASED ON ACRYLIC OR VINYL POLYMERS"
2889,721922,"FLAT-ROLLED STAINLESS STEEL NOT IN COILS, 600 MM OR MORE WIDE, HOT-ROLLED, 4.75 MM BUT NOT OVER 10 MM THICK"
2890,030366,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.), FROZEN"
2891,070320,"GARLIC, FRESH OR CHILLED"
2892,030760,"SNAILS, OTHER THAN SEA SNAILS, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED OR IN BRINE"
2893,030788,"STROMBOID CONCHS, NESOI"
2894,071010,"POTATOES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN"
2895,130239,"MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED, DERIVED FROM VEGETABLE PRODUCTS, NESOI"
2896,130120,GUM ARABIC
2897,160232,"PREPARED OR PRESERVED CHICKEN MEAT, MEAT OFFAL OR BLOOD, N.E.S.O.I."
2898,190420,PREPARED FOODS OBTAINED FROM UNROASTED CEREAL FLAKES OR FROM MIXTURES OF UNROASTED CEREAL FLAKES AND ROASTED CEREAL FLAKES OR SWELLED CEREALS
2899,200599,"VEGETABLES AND MIXTURES OF VEGETABLES PREPARED OR PRESERVED OTHERWISE THAN BY VINEGAR, ACETIC ACID OR SUGAR, NOT FROZEN"
2900,210230,"BAKING POWDERS, PREPARED"
2901,250410,"NATURAL GRAPHITE, IN POWDER OR IN FLAKES"
2902,282759,"BROMIDES AND BROMIDE OXIDES, NESOI"
2903,283110,DITHIONITES AND SULFOXYLATES OF SODIUM
2904,280610,HYDROGEN CHLORIDE (HYDROCHLORIC ACID)
2905,282612,FLUORIDES OF ALUMINUM
2906,292242,GLUTAMIC ACID AND ITS SALTS
2907,292330,TETRAETHYLAMMONIUM PERFLUOROOCTANE SULPHONATE
2908,300640,DENTAL CEMENTS AND OTHER DENTAL FILLINGS; BONE RECONSTRUCTION CEMENTS
2909,320490,"SYNTHETIC ORGANIC COLORING MATTER, NESOI"
2910,382410,PREPARED BINDERS FOR FOUNDRY MOLDS OR CORES
2911,370310,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES IN ROLLS, OVER 610 MM (24 IN.) WIDE, SENSITIZED, UNEXPOSED"
2912,810210,MOLYBDENUM POWDERS
2913,722530,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) IN COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NESOI"
2914,710231,"DIAMONDS, NONINDUSTRIAL, UNWORKED OR SIMPLY SAWN, CLEAVED OR BRUTED"
2915,761520,ALUMINUM SANITARY WARE AND PARTS THEREOF
2916,442010,"STATUETTES AND OTHER ORNAMENTS, OF WOOD"
2917,481690,"TRANSFER PAPERS, CUT TO SIZE OR SHAPE AND OFFSET PLATES OF PAPER"
2918,901180,"COMPOUND OPTICAL MICROSCOPES, NESOI"
2919,901290,PARTS AND ACCESSORIES FOR MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; PARTS AND ACCESSORIES FOR DIFFRACTION APPARATUS
2920,870893,CLUTCHES AND PARTS THEREOF FOR MOTOR VEHICLES
2921,848610,MACHINES AND APPARATUS FOR THE MANUFCATURE OF BOULES OR WAFERS
2922,820340,"PIPE CUTTERS, BOLT CUTTERS, PERFORATING PUNCHES AND SIMILAR TOOLS, AND PARTS THEREOF, OF BASE METAL"
2923,846390,"MACHINE TOOLS FOR WORKING METAL, SINTERED METAL CARBIDES OR CERMETS, WITHOUT REMOVING MATERIAL, NESOI"
2924,844010,"BOOKBINDING MACHINERY, INCLUDING BOOK-SEWING MACHINES"
2925,852691,RADIO NAVIGATIONAL AID APPARATUS
2926,071080,"VEGETABLES, NESOI, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN"
2927,090922,"CORIANDER SEEDS, CRUSHED OR GROUND"
2928,151211,"SUNFLOWER-SEED OR SAFFLOWER OIL, AND THEIR FRACTIONS, CRUDE, NOT CHEMICALLY MODIFIED"
2929,262099,"ASH AND RESIDUES NESOI, CONTAINING METALS OR METALLIC COMPOUNDS NESOI"
2930,252321,"WHITE PORTLAND CEMENT, WHETHER OR NOT ARTIFICALLY COLORED"
2931,283650,CALCIUM CARBONATE
2932,291634,"PHENYLACETIC (ALPHA-TOLVIC) ACID, ITS SALTS"
2933,293293,PIPERONAL (HELIOTROPIN) HETEROCYCLIC COMPOUNDS WITH OXYGEN HETRO-ATOM(S) ONLY NESOI
2934,293919,"ALKALOIDS OF OPIUM AND THEIR DERIVATIVES, SLATS THEREOF, NESOI"
2935,330410,LIP MAKE-UP PREPARATIONS
2936,721622,"T SECTIONS OF IRON OR NONALLOY STEEL, HOT-WORKED, LESS THAN 80 MM HIGH"
2937,620444,"WOMEN'S OR GIRLS' DRESSES OF ARTIFICIAL FIBERS, NOT KNITTED OR CROCHETED"
2938,730451,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS NESOI, OF CIRCULAR CROSS SECTION OF ALLOY STEEL (OTHER THAN STAINLESS), COLD-DRAWN OR COLD-ROLLED"
2939,700521,"FLOAT AND OTHER GLASS, IN NONWIRED SHEETS, COLORED THROUGHOUT THE MASS, OPACIFIED, FLASHED OR SURFACE GROUND, WITHOUT AN ABSORBENT OR REFLECTING LAYER"
2940,730820,TOWERS AND LATTICE MASTS OF IRON OR STEEL
2941,731520,SKID CHAIN OF IRON OR STEEL
2942,711039,"RHODIUM, SEMIMANUFACTURED"
2943,711610,ARTICLES OF NATURAL OR CULTURED PEARLS
2944,741539,"THREADED FASTENERS NESOI, OF COPPER"
2945,490600,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, ORIGINALS AND SPECIFIC REPRODUCTIONS"
2946,460219,"BASEKETWORK, WICKERWORK AND OTHER ARTICLES OF OTHER VEGETABLE MATERIALS"
2947,550520,"WASTE (INCLUDING NOILS, YARN WASTE AND GARNETTED STOCK), OF ARTIFICIAL FIBERS"
2948,551449,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS OTHER THAN POLYESTER, UNDER 85% (WT.) OF SUCH FIBERS, PRINTED, MIXED WITH COTTON, OVER 170 G/M2"
2949,480610,"VEGETABLE PARCHMENT PAPER, IN ROLLS OR SHEETS"
2950,570330,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED (WHETHER OR NOT MADE-UP), OF MANMADE TEXTILE MATERIALS OTHER THAN NYLON OR OTHER POLYAMIDES"
2951,580127,WARP PILE FABRICS OF COTTON
2952,848230,SPHERICAL ROLLER BEARINGS
2953,020441,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN"
2954,090619,"CINNAMON-TREE FLOWERS, NEITHER CRUSHED NOR GROUND"
2955,071490,"ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, NESOI, FRESH OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS; SAGO PITCH"
2956,080290,"NUTS, NESOI, FRESH OR DRIED, WHETHER OR NOT SHELLED"
2957,151190,"PALM OIL AND ITS FRACTIONS, REFINED BUT NOT CHEMICALLY MODIFIED"
2958,160417,"EELS, PREPARED OR PRESERVED WHOLE OR IN PIECES, BUT NOT MINCED"
2959,262060,"ASH & RESIDUES CONTAINING ARSENIC, MERCURY, THALLIUM OR THEIR MIXTURES, USED FOR EXTRACTION OF THOSE METALS"
2960,270300,PEAT (INCLUDING PEAT LITTER) WHETHER OR NOT AGGLOMERATED
2961,252329,"PORTLAND CEMENT, EXCEPT WHITE PORTLAND CEMENT"
2962,282760,IODIDES AND IODIDE OXIDES
2963,283010,SODIUM SULFIDES
2964,290241,"ORTHO-XYLENE (1,2-DIMETHYLBENZENE)"
2965,380992,"FINISHING AGENTS, DYE CARRIERS AND PREPARATIONS NESOI, OF A KIND USED IN THE PAPER OR LIKE INDUSTRIES"
2966,382541,"WASTE ORGANIC SOLVENTS, HALOGENATED"
2967,790700,"ARTICLES OF ZINC, N.E.S.O.I."
2968,722012,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, UNDER 600 MM WIDE, HOT-ROLLED, UNDER 4.75 MM THICK"
2969,732620,"ARTICLES OF IRON OR STEEL WIRE, NESOI"
